idx,pm,stator_yoke,stator_tooth,stator_winding
402,-2.2032137,-1.3099173,-1.6554079,-1.6603996
403,0.002904364,1.6291047,1.0366789,0.52036935
404,1.0216919,1.4055011,1.4971651,1.2666638
405,1.029058,0.9512438,1.1132448,1.0124277
406,-0.88672173,-1.0968077,-1.1070642,-1.2256477
407,-0.9122298,-0.73472506,-1.0679032,-1.1614763
408,-2.1118698,-1.7552797,-1.9858023,-1.9718252
409,-1.7290246,-1.6293756,-1.7993745,-1.7940103
410,0.064386934,-0.057413984,-0.34397122,-0.5920801
411,-1.4048449,-1.7571659,-1.9857603,-1.9718252
412,0.4536518,1.474751,1.5428084,1.8210725
413,-0.16385517,0.19743444,0.9956945,1.7557558
414,0.9536678,0.697225,0.2604381,-0.104020536
415,0.97601676,-0.37451795,0.3412416,0.71645564
416,-0.26373792,-0.050362773,0.6167913,1.195657
417,-2.4429264,-0.2811572,0.45070368,1.5487903
418,0.058951166,1.6653109,1.3572857,1.0118004
419,-0.38918877,-0.73472506,-0.41374677,-0.24456449
420,-0.8978818,-1.0305717,-0.83561337,-0.6222447
421,0.72078943,-0.4159864,0.14162214,0.46082
422,1.4598315,1.7605143,1.3657796,0.8532958
423,-0.7497344,-0.73472506,-1.0679032,-1.1409386
424,0.3357902,0.58553994,0.6937458,0.5545629
425,1.7214322,2.287521,1.9915751,1.5889286
426,-0.19542359,-1.4548162,-1.564823,-1.5277647
427,0.3755801,-0.043252897,-0.14531706,-0.29294503
428,0.05446792,-0.27945808,-0.30480826,-0.49289417
429,1.1887597,2.131318,1.6856731,1.2615926
430,-1.9157839,-0.73472506,-1.0679032,-1.0941015
431,-1.5782082,-0.39753547,-0.3226445,-0.111088105
432,1.1577542,1.5137982,1.1044357,0.5762585
433,0.020105109,-0.098554455,-0.11775559,-0.15867591
434,-1.6600903,-1.6298698,-1.7962044,-1.7844421
435,0.5117519,1.39759,1.0623102,0.88588095
436,-1.8533635,-1.5628934,-1.7093287,-1.7632431
437,-0.091521956,0.117171146,0.76296765,1.3300933
438,0.16301303,-0.7668215,-0.4389622,-0.29321367
439,-0.1746616,-0.5613074,0.06859043,0.61161923
440,1.4389527,1.743431,1.3589884,0.8848148
441,0.246194,-0.4328701,-0.10989091,0.017814917
442,0.8882704,0.43301243,0.6739066,0.94690454
443,0.21161954,0.60566163,0.1558689,-0.1835987
444,-0.8655091,0.4561713,0.1415171,-0.035146676
445,-1.2789047,-0.8767988,-0.95808333,-1.0600225
446,0.62303734,0.19486894,0.36566177,0.5273045
447,-1.9862642,-1.3689159,-1.4484762,-1.3930006
448,0.3947061,-0.19502799,-0.10345809,-0.018298363
449,-0.5432462,-0.4321602,-0.792459,-0.97692335
450,-0.32255438,-0.73472506,-0.3955108,-0.1622107
451,-0.25937575,-0.435949,-0.22402172,-0.1060181
452,0.54573774,0.74961513,1.000378,1.1698598
453,-0.5660093,-0.47809938,-0.8276176,-0.9930299
454,1.4544626,1.120971,1.3921947,1.481817
455,-0.09583728,-0.14208306,-0.12201651,-0.09131692
456,0.23711316,0.470281,0.39699474,0.10694555
457,-0.87606424,-1.0332427,-0.9112669,-0.8200168
458,-1.3238062,-0.9429364,-1.2536436,-1.3388113
459,-0.30837193,0.28444028,-0.1513444,-0.4259878
460,0.7963026,0.48977235,0.47546968,0.39937788
461,0.5967807,0.49788326,0.447208,0.29619226
462,-1.1608118,-1.5674552,-1.7288182,-1.72226
463,0.36262286,-0.5428964,-0.8359199,-0.99547213
464,-0.49530655,-1.5289916,-1.6786867,-1.6099778
465,0.68969643,-0.42226648,0.13541028,0.45870683
466,-1.7987679,-0.90683603,-0.8714636,-0.5462513
467,-0.17308111,-0.5614859,-0.7619508,-0.84625465
468,-1.1527036,-1.0707737,-0.7622135,-0.10577676
469,-0.88636166,-0.034728564,-0.14197928,-0.18064854
470,1.5460755,2.2815528,2.2211604,2.0452929
471,-0.6976159,-0.71811366,-0.7079698,-0.67373925
472,-0.5651245,-0.890089,-0.58588856,-0.41026127
473,0.26959902,1.1232665,0.8393584,0.5474056
474,0.4751633,0.33768523,0.46185845,0.647842
475,2.0790203,1.8184587,1.9903883,1.9108647
476,0.73880076,0.7834164,0.9165851,1.1581593
477,0.13693516,0.4376119,0.31131762,0.18406351
478,-0.8418278,-0.21877941,-0.14370443,0.07814293
479,2.3911898,-0.22561172,0.030305745,0.117828764
480,-0.17581521,-0.5276567,-0.6042071,-0.7025421
481,0.24596193,-0.76316774,-0.45377752,-0.36768174
482,-0.23449449,-1.3049947,-1.4461479,-1.5270915
483,0.9073599,-0.39753547,-0.16286017,-0.011252287
484,-0.20611063,0.45314434,0.007876524,-0.311339
485,-0.17385226,-0.5261796,-0.45405743,-0.462007
486,0.29529876,0.29077905,0.15593143,-0.01773406
487,-0.26110184,0.29617897,-0.13785893,-0.41670805
488,-0.26468685,-0.39757916,0.04045575,0.46243387
489,-1.621366,-1.6178303,-1.7894871,-1.7816952
490,1.7844431,1.3084611,1.4078906,1.261606
491,-0.83856326,-0.73472726,-1.0679032,-1.1587912
492,1.2176243,1.660863,1.200582,0.64607126
493,0.89407444,0.748684,1.0051498,1.0134149
494,-0.6582863,0.5316564,0.4662162,0.59324384
495,1.4034976,1.5353802,1.3179393,0.97213286
496,2.1995025,0.2121869,1.1065617,1.5784166
497,-1.0589516,-0.80028456,-0.84018546,-0.88401425
498,-0.08270297,0.9511344,0.6525106,0.33197564
499,-1.4164516,-1.4330218,-1.5202506,-1.4721576
500,-1.9754301,-1.7466867,-1.9857602,-1.9712845
501,1.8231798,1.2910466,1.2413881,1.0128901
502,-2.4237275,-0.7364051,-0.10397182,0.9313251
503,0.67009914,1.3407882,1.6835524,1.5277438
504,0.083284214,0.6556989,0.40848997,0.27405438
505,0.86466837,-0.39829674,0.15590642,0.48727915
506,-0.09228302,0.4109725,0.012931967,-0.25693122
507,0.5845605,0.72774255,0.26064637,-0.10301391
508,1.4749383,-0.067023225,0.76954997,1.2600728
509,0.2418453,1.1707854,0.63637793,0.2649297
510,-0.9737414,-1.2812536,-1.301735,-1.358763
511,-0.39577886,-1.480377,-1.609044,-1.5565331
512,0.9440695,1.2797967,1.0011297,0.88494897
513,1.9859158,0.110909544,0.997559,1.4674172
514,-0.003206705,0.94843066,0.63840884,0.32531407
515,-0.1806898,1.4800477,1.0706484,0.75569624
516,0.7283693,1.882133,1.4769987,1.0799876
517,-0.33191174,-0.9894001,-0.83664083,-0.8162674
518,-1.5881857,-0.5477522,-0.44850934,-0.34819418
519,-1.4170933,0.027571255,0.36167166,0.6727343
520,-0.2176887,-0.4789124,-0.2896653,-0.04845119
521,0.065946534,-0.74626946,-0.91502184,-1.0036331
522,1.2860723,-1.1335729,-1.1422887,-1.0864271
523,0.64602435,0.10426564,0.46184883,0.7181195
524,-0.60215247,0.70354193,0.44657817,0.26863006
525,0.09592916,0.45900434,0.46092495,0.47449654
526,1.274369,2.2169952,1.9624957,1.611451
527,-1.8998986,-1.746346,-1.9857602,-1.9660642
528,0.94627297,0.5309902,0.8398114,0.99714684
529,0.6993183,2.059735,1.6856681,1.2363013
530,-1.6024582,-0.86249596,-0.8749779,-0.79519725
531,-0.15382397,0.8901035,0.62954587,0.51334566
532,0.8199085,-0.39753565,0.35985076,0.85373753
533,0.20132408,0.54786325,0.3900262,0.17651586
534,-1.4021508,-0.14260888,-0.4511662,-0.62974226
535,0.33254415,-0.43488082,-0.2655047,-0.24398248
536,-0.8514124,-1.124183,-1.0679032,-0.9956821
537,0.067999095,-0.7600957,-0.30934516,-0.0392452
538,0.4184143,1.4704306,1.0617818,0.6136328
539,1.4312437,0.831828,1.3042755,1.5546604
540,-0.8954084,-0.8002204,-0.59863454,-0.32739922
541,0.72592515,-0.024183832,0.3125269,0.40225834
542,0.98389024,0.72620195,0.77998203,0.64135414
543,-0.4063511,1.2910451,0.76711744,0.34692368
544,0.7522899,-1.5981522,-1.7538481,-1.7701468
545,0.4487621,1.8877853,1.6111261,1.2392913
546,-1.0641248,-0.82049996,-0.91521794,-0.97692335
547,-0.68145895,-0.43815583,-0.7946956,-0.9772685
548,1.4391791,0.009670373,0.7894813,1.261606
549,-1.0366255,-0.8153618,-0.8802734,-0.81077945
550,0.00747121,-0.14403337,-0.024697881,0.07694898
551,-1.0866364,-0.59807414,-0.48156372,-0.4248598
552,-2.2882576,-0.7377101,-0.483734,0.005404925
553,0.83037597,0.53700984,0.46185845,0.3788815
554,1.3278009,0.9572214,0.95047736,0.7346815
555,-0.8375603,0.018602211,0.76949173,1.6684824
556,-0.764558,-0.86092144,-0.60783744,-0.43008283
557,-0.012517208,0.88608044,0.6514628,0.62066
558,-1.661668,-1.3263466,-1.0712801,-0.28192517
559,-0.5951929,-1.2975365,-1.5351852,-1.5663482
560,-1.6815624,-0.9477928,-1.0679032,-1.0123005
561,-0.3148669,-1.2293624,-1.407254,-1.4058316
562,-1.8331373,-1.5750606,-1.7519224,-1.6661985
563,1.7419342,1.3046565,1.39293,1.261606
564,0.3367026,-0.61883897,-0.18646225,0.017978428
565,0.42187798,-0.00970796,0.21188283,0.46361217
566,-0.50814563,-0.3976164,-0.1751235,0.24351123
567,-0.48257175,0.13139129,0.01394352,-0.025144624
568,-0.006059722,-0.9967836,-0.9125159,-1.0043248
569,-0.5577602,0.5097501,0.31185636,0.06282285
570,-1.1055633,-0.7511288,-0.91029364,-0.97692335
571,0.29347828,-0.6826759,-0.22088435,-0.06796505
572,-1.7265551,-1.4086858,-1.4360943,-1.2852075
573,-0.007008405,-0.745094,-0.79551905,-0.94648445
574,-1.7149229,-1.3291577,-1.1571642,-0.9917864
575,-1.9738868,-1.68072,-1.835852,-1.7628773
576,0.296437,-0.39227372,0.31369692,1.0088769
577,-1.5893589,-1.2290075,-1.1820258,-1.059787
578,-0.36451364,-1.1669048,-1.2135845,-1.2093891
579,-0.29044905,-0.26905528,-0.6137103,-0.8388957
580,-0.27044094,0.66802794,0.39479873,0.29034072
581,-0.68925864,-1.3263115,-1.3699203,-1.4858575
582,0.22502027,0.11619018,0.13304493,0.017995855
583,-1.2899569,-0.9381836,-1.2537942,-1.3392541
584,0.05043271,-0.048632156,-0.35846522,-0.5384102
585,-2.1325505,-1.7462858,-1.8698527,-1.7827717
586,1.8554591,2.2165346,1.9916204,1.8726101
587,-0.803972,-0.058529407,-0.17157261,-0.2569565
588,-0.02878969,-0.77964985,-0.89296466,-0.97722596
589,0.5465464,0.44799936,0.49832654,0.57621664
590,0.21841192,-0.48037708,-0.22459725,-0.06985661
591,-1.0694511,-0.05138134,0.08225185,0.20657866
592,0.61413044,-0.058153793,0.18219215,0.46087515
593,-0.20195025,-0.39753547,-0.22245446,-0.13899156
594,-0.8471713,-1.0971323,-1.2097367,-1.2243097
595,0.52492726,1.3291816,1.0008281,0.6121734
596,1.8184727,2.1268241,1.9916204,1.9874642
597,0.37542444,-0.22614247,-0.026603809,0.13779134
598,-0.17063048,-0.3960025,-0.37993845,-0.52842873
599,1.6834815,-0.12795033,0.43461886,0.6219297
600,-0.7756566,-0.3992023,-0.22394615,-0.036882855
601,1.307578,1.0266988,1.1458045,0.9838316
602,-1.2655575,-0.3975388,-0.453508,-0.45399714
603,-0.62839806,-0.48519173,-0.43172216,-0.2504474
604,-0.8899678,0.87839377,0.6102429,0.5691767
605,-1.40956,0.42049965,0.7727045,1.261606
606,0.19751638,1.5436736,1.0440454,0.7503434
607,0.9382227,1.3300422,1.1014987,0.7599554
608,-1.1540122,-1.410577,-1.4705616,-1.4380038
609,-0.07917826,-0.4352017,-0.2666102,-0.22503321
610,0.9580992,0.77817357,0.99171793,0.89086556
611,0.16810454,-0.02191657,0.08050115,0.018566836
612,1.2342412,0.61413103,0.80446684,0.73813933
613,1.4385054,1.1225369,1.1801709,1.0103933
614,-1.120546,0.48677728,0.13258372,-0.024611399
615,1.4273149,1.2941921,1.5925251,1.2600563
616,0.70744497,0.29815054,0.22080122,0.08897096
617,-1.248406,-1.4337366,-1.3067133,-0.68090624
618,-1.9666319,-1.6673768,-1.8325051,-1.7610424
619,1.8057264,1.9795287,1.8442348,1.5518435
620,-1.826532,-1.2025688,-1.4222322,-1.4783016
621,0.10486538,0.20308991,0.46143013,0.75646764
622,1.5521711,1.5999672,1.5339322,1.2581937
623,0.94031084,-0.057590175,0.6568119,1.1661656
624,-2.0996737,-1.0779371,-1.3359267,-1.2315986
625,-0.32539755,-1.4149679,-1.5289947,-1.4799483
626,-0.6297866,-0.29055697,-0.7629384,-0.97713524
627,-1.9857494,-1.6705828,-1.8424473,-1.8183205
628,-0.41665903,-0.73473984,-0.43013975,-0.07310737
629,1.2555457,0.8014049,0.38795882,0.017765544
630,0.2296438,-0.22652732,-0.08969468,0.13490884
631,0.6765912,-0.048419937,-0.028177138,-0.22756632
632,0.24780309,0.122398816,0.84333134,1.4135449
633,-1.5492538,-1.439672,-1.5267417,-1.5419409
634,0.94533557,-0.047651783,0.6550338,1.1582037
635,1.7213265,0.5385552,1.112905,1.261606
636,0.38281453,1.2887716,1.0146205,0.9689573
637,-0.92938536,-1.1541247,-1.1870887,-1.2846423
638,0.34429398,2.029258,1.9912614,2.28143
639,1.7781043,1.3803312,1.8430873,2.0752838
640,0.1740979,-0.5535606,-0.45360819,-0.5866869
641,-0.29829988,-0.03335919,-0.2864183,-0.4882203
642,1.4494706,-0.057732705,0.77187884,1.261606
643,0.6984818,0.762173,0.3112719,-0.07517783
644,1.0024108,0.57218516,0.96682763,1.261606
645,0.16672704,-0.55332553,-0.5696496,-0.7253752
646,0.10820463,-0.5232818,-0.872784,-1.0399173
647,0.6806012,0.32178998,0.2347379,0.11906047
648,0.06277209,1.5343002,1.0327424,0.569242
649,0.47454062,0.84935343,0.8370866,1.0642354
650,0.5553519,-0.041284468,-0.27847126,-0.4376042
651,-1.7297708,-1.4091069,-1.4316494,-1.2853507
652,0.2285123,-0.1725725,-0.053807676,0.013301956
653,0.6387597,1.4575366,1.2467043,1.0173635
654,-0.5980618,-0.47879726,-0.8307932,-0.99257743
655,1.1216543,0.42270195,1.1538386,1.6449366
656,1.9026666,2.264399,1.9916204,1.7583576
657,-1.7196993,-1.0417893,-1.0679032,-0.881949
658,0.96476233,-0.05411221,0.77066207,1.261606
659,-0.009342277,-0.39753547,-0.41068247,-0.4847719
660,-0.006254312,0.11910866,-0.071225934,-0.2938176
661,1.1103902,1.5529652,1.042546,0.5739066
662,0.38475177,1.3040742,0.79861975,0.39084074
663,1.0719806,1.9327455,1.5700134,1.1683505
664,0.9095926,1.3502305,1.1508249,0.97153634
665,-1.2266353,-1.610625,-1.7947466,-1.7823836
666,0.983083,1.7805694,1.6417545,1.532989
667,-0.8707248,1.3353772,0.7772544,0.33810598
668,0.59516156,-0.3975345,-0.14045846,-0.22473755
669,0.81270194,1.8775992,1.6711494,1.4636841
670,0.957797,2.0342324,1.865004,1.9491556
671,0.060298156,0.2960162,0.62235725,0.77272725
672,0.53182435,0.24577948,0.31134334,0.28957167
673,-1.3551888,-1.588355,-1.7534856,-1.7624058
674,-0.11010741,0.29411882,0.32094303,0.29873264
675,-1.0075529,-1.2475001,-1.2329487,-1.1112577
676,-0.28885463,0.44318962,-0.012838077,-0.32807913
677,-1.562644,-1.7462939,-1.9394197,-1.8937168
678,-1.2632473,0.22897768,1.0982546,2.2967565
679,-1.7672237,-0.8037302,-0.8528139,-0.8087873
680,0.011812717,0.054366965,-0.15393142,-0.4231223
681,2.0886388,1.7691077,1.8788745,1.7624972
682,0.6026953,0.87951314,0.9642551,0.9682147
683,0.7084981,1.040954,0.7702012,0.4137776
684,0.18940079,-0.25775835,-0.24181652,-0.28923145
685,-0.38473004,1.462764,0.83308434,0.30533612
686,0.84187067,1.5685803,1.0639778,0.64368135
687,-0.24249476,0.45083475,-0.000919684,-0.32427654
688,-1.3465712,-1.751843,-1.9857602,-1.9692017
689,0.038975958,-0.47915968,-0.18388648,-0.008465629
690,0.41320747,-0.0635488,-0.10888811,-0.22918895
691,-0.40554556,-0.39753547,-0.6972298,-0.85010314
692,-0.73775345,-1.3203348,-1.397808,-1.3368205
693,0.67926264,-0.14057253,-0.30429184,-0.4746762
694,0.4400344,-0.73584914,-0.5231776,-0.41915867
695,1.3667082,0.9219881,0.9592193,0.95287687
696,-0.16749856,1.2911364,0.789363,0.39955825
697,0.10442047,0.13909332,-0.068125896,-0.36023676
698,-0.8264221,-0.30697253,-0.28461346,-0.31339043
699,0.18972704,1.2394919,0.7014263,0.2749277
700,1.0410423,1.3363868,1.2685577,1.2336485
701,0.92705375,1.5874641,1.3750786,1.201375
702,-0.504797,-0.5312522,-0.76230323,-0.97692335
703,-1.7129972,-1.3244151,-1.3628496,-1.2257296
704,0.7145554,-0.057618327,0.24317114,0.3211441
705,0.9451645,0.8909603,0.7701955,0.47813937
706,-0.2851877,1.2074593,0.69315314,0.27555183
707,1.5896385,0.0729547,0.8481631,1.261606
708,-0.24897122,-1.4401184,-1.6798079,-1.6966715
709,-0.92912734,-0.39753646,-0.2216669,-0.04536568
710,0.46822485,1.3562245,1.2805792,1.2609816
711,0.44001132,-0.23760457,0.010482126,0.20116594
712,0.38121167,-0.43977442,-0.7619508,-0.902868
713,0.14094082,-0.01745193,-0.27473584,-0.51989526
714,-0.33150405,-0.05723917,0.09068687,0.016379623
715,-0.7679881,-1.4730945,-1.7066356,-1.7231045
716,-0.92113644,-0.5989793,-0.41972357,-0.23012558
717,0.3278812,0.1187295,-0.06902688,-0.32367623
718,-2.2713697,-1.3221703,-1.6032944,-1.6288959
719,-0.4250468,-1.745073,-1.8528233,-1.8453629
720,-1.3910592,-0.9434036,-1.2569311,-1.34504
721,0.6341789,-1.2801996,-1.3665491,-1.3308524
722,-0.53561205,-0.46554193,-0.37596422,-0.37263632
723,1.4223483,1.2946004,1.3823268,1.2620882
724,0.792309,0.6044761,0.80202717,0.9000013
725,-0.29029217,-0.013988337,-0.21700229,-0.36059648
726,-0.94370496,-0.7577365,-0.7613458,-0.56247205
727,1.5821711,2.086815,1.6856681,1.2616057
728,-0.22515349,-0.5565705,-0.53008074,-0.5392883
729,0.01569994,-0.41157648,-0.274111,-0.25527054
730,0.22551131,0.7927752,0.8072348,0.91339695
731,0.7332893,1.293025,1.6792029,2.009898
732,1.0787591,1.2191092,1.1718787,0.98811716
733,-0.77958536,0.78526413,0.24030493,-0.1687102
734,-0.6641254,-0.39664072,0.007155593,0.5144301
735,-1.4029648,-1.5958242,-1.753905,-1.76714
736,0.20112325,0.11037742,0.35215703,0.5109938
737,0.37701046,-0.19961841,-0.2237186,-0.40624073
738,-1.373837,-0.9454173,-1.2565515,-1.3454231
739,0.3936236,-0.5553052,-0.10846727,0.16330428
740,0.14485376,0.7861626,0.31112865,-0.06330048
741,-0.10119113,1.3387578,1.14047,0.90234387
742,1.1081843,1.0838443,0.7702012,0.3809909
743,0.015131067,0.12089715,-0.011901904,-0.23267291
744,0.9696895,1.5979218,1.2411095,0.79673374
745,-0.29595327,0.11360735,0.13768774,0.018723086
746,0.73459905,0.38127604,0.7556751,0.92635673
747,1.8698703,1.325862,1.4204335,1.261606
748,0.16835774,1.6736547,1.4038368,1.2597337
749,0.84891623,1.2910466,1.2244624,1.0633357
750,0.3999999,0.45907757,0.38422054,0.2686867
751,0.3114809,-1.0060182,-0.943134,-1.0608104
752,-2.0025206,-1.6653724,-1.8298353,-1.8282402
753,0.8256088,0.95122296,1.2276744,1.261606
754,2.0193255,0.2598431,1.1596122,1.6684217
755,-0.30451235,0.44425285,-0.001609533,-0.32467866
756,-0.3772513,-0.73472506,-0.24346541,0.20825908
757,-0.11096841,0.28373966,-0.012928997,-0.32989386
758,1.3923738,-0.56190854,-0.2935763,-0.10561527
759,0.4704917,0.15480137,-0.015861304,-0.2575391
760,-1.8225003,-0.70505774,-0.7965987,-0.8498157
761,0.40976733,-0.55909085,-0.6070088,-0.6938235
762,-0.3335477,1.1646614,0.627616,0.2121749
763,1.283653,-0.28480878,0.23022154,0.52006817
764,-0.87948155,-1.44056,-1.545848,-1.6372501
765,-0.18183523,0.12702784,0.1424338,0.26722845
766,0.73502904,0.5750562,0.44850373,0.26864865
767,0.31540442,1.6682445,1.1264277,0.65847224
768,0.7118172,0.61376405,1.0356115,1.2535286
769,0.483595,2.299981,1.9916204,1.6990038
770,-0.0891386,-0.56311554,-0.38084266,-0.30787084
771,-0.21221209,-0.39753625,-0.02417951,0.3075268
772,-2.0477984,-1.4092726,-1.3670057,-1.2352552
773,0.14950228,0.15912248,0.035934575,-0.093417875
774,0.6383892,-1.2778178,-1.3651611,-1.3276972
775,-0.6130461,-0.3937128,-0.16988121,-0.15746918
776,-1.5115321,-1.5137396,-1.6798079,-1.723592
777,0.24329197,1.5746626,1.0019007,0.51537544
778,0.3613501,1.4477679,1.0615724,0.8686719
779,0.99393535,0.9415586,1.0010436,0.761912
780,0.40483484,0.2882848,0.43501076,0.47469693
781,-0.4409827,-0.44684964,-0.25446746,-0.059746806
782,1.276853,1.669964,1.5364577,1.261606
783,0.0710121,0.1560916,0.047188483,-0.13163531
784,-0.18791099,-0.7570863,-0.69954294,-0.7172667
785,1.4422075,2.2063892,1.9536412,1.6740621
786,-0.3513601,0.7944785,0.48323986,0.3286723
787,0.6972307,0.6859255,0.8390769,0.9549453
788,0.1239486,1.6475729,1.0575556,0.5490799
789,0.33906794,1.1854068,1.5584056,1.959765
790,0.44305748,-0.39755455,0.38457245,1.0803208
791,1.6494542,0.551532,0.7444553,0.5445138
792,0.4597278,0.16069561,-0.007613297,-0.28865469
793,-1.1377003,-0.9317273,-1.2381101,-1.3345953
794,-1.0257218,-1.0463474,-0.95395136,-0.84124583
795,0.12801096,-0.48936993,-0.22264148,-0.110369295
796,-1.7293758,-1.6159595,-1.7896663,-1.7875062
797,1.0696427,1.086241,1.3140428,1.2613649
798,0.8971254,-0.3941148,0.3262471,0.7051278
799,0.90289485,1.4004122,1.1501164,0.9373555
800,1.4543157,-0.16500846,0.38818532,0.66965663
